model	task	template	fewshot	seed	postproc	timestamp	filename	comet
bloom	wmt14_fr_en	xglm-en-fr-source+target	5	1234	newline-cut-custom-truncate	2022-12-31T00_17_33	examples.model=bloom.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=5.seed=1234.timestamp=2022-12-31T00_17_33.newline-cut-custom-truncate.tsv	0.4880
bloom	wmt14_fr_en	xglm-en-fr-source+target	5	1234	newline-cut	2022-12-31T00_17_33	examples.model=bloom.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=5.seed=1234.timestamp=2022-12-31T00_17_33.newline-cut.tsv	0.4925
bloom	wmt14_fr_en	xglm-en-fr-source+target	5	1234		2022-12-31T00_17_33	examples.model=bloom.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=5.seed=1234.timestamp=2022-12-31T00_17_33.tsv	0.4896
bloom	wmt14_fr_en	xglm-en-fr-target	5	1234	newline-cut-custom-truncate	2022-10-22T09_58_56	examples.model=bloom.task=wmt14_fr_en.templates=xglm-en-fr-target.fewshot=5.seed=1234.timestamp=2022-10-22T09_58_56.newline-cut-custom-truncate.tsv	0.4984
bloom	wmt14_fr_en	xglm-en-fr-target	5	1234	newline-cut	2022-10-22T09_58_56	examples.model=bloom.task=wmt14_fr_en.templates=xglm-en-fr-target.fewshot=5.seed=1234.timestamp=2022-10-22T09_58_56.newline-cut.tsv	0.5019
bloom	wmt14_fr_en	xglm-en-fr-target	5	1234		2022-10-22T09_58_56	examples.model=bloom.task=wmt14_fr_en.templates=xglm-en-fr-target.fewshot=5.seed=1234.timestamp=2022-10-22T09_58_56.tsv	0.5004
bloom	wmt14_fr_en	xglm-fr-en-source+target	5	1234	newline-cut-custom-truncate	2022-12-31T19_43_46	examples.model=bloom.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=5.seed=1234.timestamp=2022-12-31T19_43_46.newline-cut-custom-truncate.tsv	0.5385
bloom	wmt14_fr_en	xglm-fr-en-source+target	5	1234	newline-cut	2022-12-31T19_43_46	examples.model=bloom.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=5.seed=1234.timestamp=2022-12-31T19_43_46.newline-cut.tsv	0.5422
bloom	wmt14_fr_en	xglm-fr-en-source+target	5	1234		2022-12-31T19_43_46	examples.model=bloom.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=5.seed=1234.timestamp=2022-12-31T19_43_46.tsv	0.5421
bloom	wmt14_fr_en	xglm-fr-en-target	5	1234	newline-cut-custom-truncate	2022-10-22T09_58_56	examples.model=bloom.task=wmt14_fr_en.templates=xglm-fr-en-target.fewshot=5.seed=1234.timestamp=2022-10-22T09_58_56.newline-cut-custom-truncate.tsv	0.5390
bloom	wmt14_fr_en	xglm-fr-en-target	5	1234	newline-cut	2022-10-22T09_58_56	examples.model=bloom.task=wmt14_fr_en.templates=xglm-fr-en-target.fewshot=5.seed=1234.timestamp=2022-10-22T09_58_56.newline-cut.tsv	0.5422
